lead_id,source_system,source_record_id,ingested_at,incident_date,report_filing_date,jurisdiction,geo,severity_ordinal,contact,consent,eligibility_status,blocked_until_date,reason_codes,legal_basis,decision_lineage_id,evaluated_at,ruleset_version,priority_score,score_components
LD_99565c0e3b883827,OTHER,pt_a8ffc61a9dad62d47f9d2eab1c6cdad0,2026-09-01T18:20:13+00:00,2026-08-20,2026-08-21,MD,"{""zip5"": ""20850"", ""census_tract"": ""24031700901"", ""census_bg"": ""240317009011"", ""h3_r8"": ""882aa84163fffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": ""tertiary"", ""snap_distance_m"": 7.59}",,"{""phone_token"": ""ph_14f5e581c4f86d659052ccb809a99436"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-29T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:301->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & MD 08:00-20:00 [Md. Code Com. Law 14-4502(c)(1)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-08-21T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.224"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",ELIGIBLE,,"[""ELIGIBLE_CONSENTED""]","[""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",f45b54a58f81aad61f3390e5b158b168f892dcf8666239946e2e2e31559afb54,2026-09-01T00:00:00+00:00,1.0.0,,
LD_9aac431c2016ad21,OTHER,pt_e7c96a30cc2aad3cff34e0e4be2c9bfb,2026-09-01T18:20:13+00:00,2026-08-03,2026-08-04,MD,"{""zip5"": ""20852"", ""census_tract"": ""24031701216"", ""census_bg"": ""240317012161"", ""h3_r8"": ""882aa84111fffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": ""service"", ""snap_distance_m"": 11.36}",,"{""phone_token"": ""ph_ddcdacf3c22c46d3583b7fdeace44df6"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-30T00:00:00+00:00"", ""rnd_response"": ""NO_DATA"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:301->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & MD 08:00-20:00 [Md. Code Com. Law 14-4502(c)(1)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-08-04T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.201"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",INELIGIBLE,,"[""RND_NO_DATA_NO_SAFE_HARBOR"", ""ELIGIBLE_CONSENTED""]","[""47 C.F.R. 64.1200(m)(1). The safe harbour attaches ONLY to a \""No\"" response. \""No Data\"" means the database could not answer, which withholds the safe harbour rather than granting it."", ""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",adfab667055d31002cf6ed4e910bc6ae54e4b2ec170fa84bdd062963da207cee,2026-09-01T00:00:00+00:00,1.0.0,,
LD_a04cc932189209d4,OTHER,pt_5e1f81122542fd34f10cd2f13d372551,2026-09-01T18:20:13+00:00,2026-07-08,2026-07-10,MD,"{""zip5"": ""20851"", ""census_tract"": ""24031701102"", ""census_bg"": ""240317011021"", ""h3_r8"": ""882aa84109fffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": ""residential"", ""snap_distance_m"": 0.61}",,"{""phone_token"": ""ph_490164eb818820bf4f9e806b4fb85a95"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-30T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:301->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & MD 08:00-20:00 [Md. Code Com. Law 14-4502(c)(1)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-07-10T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.187"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",ELIGIBLE,,"[""ELIGIBLE_CONSENTED""]","[""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",537968a74b22ba6463fae2c862a1f72ab1f495723fa0ad82c3d9bc3735976ae4,2026-09-01T00:00:00+00:00,1.0.0,,
LD_a0cabae298b6ee64,OTHER,pt_408cc46335bd0106761fd2a3bfdb1b7d,2026-09-01T18:20:13+00:00,2026-07-16,2026-07-18,TX,"{""zip5"": ""77002"", ""census_tract"": ""48201980700"", ""census_bg"": ""482019807001"", ""h3_r8"": ""88446ca995fffff"", ""iana_timezone"": ""America/Chicago"", ""road_class"": null, ""snap_distance_m"": null}",,"{""phone_token"": ""ph_35b0d65713b77992872c475f3f45e36b"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-29T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""09:00"", ""latest"": ""21:00"", ""basis"": ""coords:America/Chicago = npa:713->{America/Chicago}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & TX 09:00-21:00 [Tex. Bus. & Com. Code 301.051] -> stricter 09:00-21:00; expressed in America/Chicago on TUESDAY (2026-09-01) -> 09:00-21:00""}}","{""obtained_at"": ""2026-07-18T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.131"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",ELIGIBLE,,"[""ELIGIBLE_CONSENTED""]","[""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",3b2263af22277d35a57804d1be58676847dfcf8ebb21eb53841ddbd83127252e,2026-09-01T00:00:00+00:00,1.0.0,,
LD_a251a1656c0c6df4,OTHER,pt_45cd6e28be13b2d73e9296c7987b920e,2026-09-01T18:20:13+00:00,2026-08-18,2026-08-19,MD,"{""zip5"": ""20850"", ""census_tract"": ""24031700901"", ""census_bg"": ""240317009011"", ""h3_r8"": ""882aa84163fffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": ""tertiary"", ""snap_distance_m"": 18.77}",,"{""phone_token"": ""ph_966b79ba7d8022920e4351e9f7f1ed9f"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-30T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:240->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & MD 08:00-20:00 [Md. Code Com. Law 14-4502(c)(1)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-08-19T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.116"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",ELIGIBLE,,"[""ELIGIBLE_CONSENTED""]","[""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",106672bca50cb7a56ed00dd34cf699f1c6b8315285084a97e85274238780ce7f,2026-09-01T00:00:00+00:00,1.0.0,,
LD_b3146b00db8b00dc,OTHER,pt_541384aa76be0d5568d54d1e793c0299,2026-09-01T18:20:13+00:00,2026-08-04,2026-08-05,TX,"{""zip5"": ""76102"", ""census_tract"": ""48439123302"", ""census_bg"": ""484391233022"", ""h3_r8"": ""8826cbda1dfffff"", ""iana_timezone"": ""America/Chicago"", ""road_class"": null, ""snap_distance_m"": null}",,"{""phone_token"": ""ph_ccb9d8e456a0deee7228adcc3739eac6"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-30T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""09:00"", ""latest"": ""21:00"", ""basis"": ""coords:America/Chicago = npa:817->{America/Chicago}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & TX 09:00-21:00 [Tex. Bus. & Com. Code 301.051] -> stricter 09:00-21:00; expressed in America/Chicago on TUESDAY (2026-09-01) -> 09:00-21:00""}}","{""obtained_at"": ""2026-08-05T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.234"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",BLOCKED_UNTIL,2026-09-05,"[""TX_SOLICITATION_31D"", ""ELIGIBLE_CONSENTED""]","[""Tex. Penal Code 38.12(d)(2)(C)"", ""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",0bdbce65e920683201ff3882f353cad0dce3d7a966e63fc1e6f8cea509d91aba,2026-09-01T00:00:00+00:00,1.0.0,,
LD_b60941219da33b79,MONTGOMERY_MD,865252244989332776,2026-09-01T18:20:13+00:00,2026-08-24,2026-08-25,MD,"{""zip5"": ""20877"", ""census_tract"": ""24031700723"", ""census_bg"": ""240317007234"", ""h3_r8"": ""882aa859d1fffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": ""service"", ""snap_distance_m"": 10.98}",1,"{""phone_token"": ""ph_451ed18fb1be64107dd4c160ff554cee"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-28T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:301->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & MD 08:00-20:00 [Md. Code Com. Law 14-4502(c)(1)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-08-25T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.1"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",INELIGIBLE,,"[""DNC_LISTED"", ""ELIGIBLE_CONSENTED""]","[""16 C.F.R. 310.4(b)(1)(iii)(B) (TSR); 47 C.F.R. 64.1200(c)(2) (TCPA)."", ""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",b725c0f3404201327ce779493ef46039b85c42a22cd0356eb7b0eaa15f59d07b,2026-09-01T00:00:00+00:00,1.0.0,,
LD_bfc960b38434755a,OTHER,pt_43b57fdd3b14725b587c0775a52c6999,2026-09-01T18:20:13+00:00,2026-07-30,2026-08-01,FL,"{""zip5"": ""33701"", ""census_tract"": ""12103021502"", ""census_bg"": ""121030215021"", ""h3_r8"": ""88441a834dfffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": null, ""snap_distance_m"": null}",,"{""phone_token"": ""ph_82564e18e94617fc8b6a6392f0a51452"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-30T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:727->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & FL 08:00-20:00 [Fla. Stat. 501.616(6)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-08-01T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.128"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",BLOCKED_UNTIL,2026-10-01,"[""FL_CRASH_REPORT_60D"", ""ELIGIBLE_CONSENTED""]","[""Fla. Stat. 316.066(2)"", ""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",8f6679202d5febcc70b1372ff743a7f664a823001ae3985d37c63988ee1f5eae,2026-09-01T00:00:00+00:00,1.0.0,,
LD_c2786538b4c732bf,OTHER,pt_61e094a820321a8847d61b41878d14ea,2026-09-01T18:20:13+00:00,2026-08-21,2026-08-22,MD,"{""zip5"": ""20855"", ""census_tract"": ""24031700711"", ""census_bg"": ""240317007112"", ""h3_r8"": ""882aa85885fffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": ""motorway_link"", ""snap_distance_m"": 1.96}",,"{""phone_token"": ""ph_300a2da7bd2719b3760a9c765290626f"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-30T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:240->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & MD 08:00-20:00 [Md. Code Com. Law 14-4502(c)(1)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-08-22T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.127"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",ELIGIBLE,,"[""ELIGIBLE_CONSENTED""]","[""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",7025865ab161fcee6066eaee4c4f2cc53d9e5a6614e630d06b844ab5d0a35074,2026-09-01T00:00:00+00:00,1.0.0,,
LD_c7549fea0a2d4c39,OTHER,pt_669e54eb5cc6cd7b0dfb1a0e8a052b71,2026-09-01T18:20:13+00:00,2026-05-22,2026-05-25,FL,"{""zip5"": ""32202"", ""census_tract"": ""12031017200"", ""census_bg"": ""120310172001"", ""h3_r8"": ""8844f009cdfffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": null, ""snap_distance_m"": null}",,"{""phone_token"": ""ph_08457c8f44a44ba3427203a59d708ea5"", ""line_type"": ""landline"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-28T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:904->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & FL 08:00-20:00 [Fla. Stat. 501.616(6)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-05-25T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.2"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",ELIGIBLE,,"[""ELIGIBLE_CONSENTED""]","[""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",9af506b888e6e5ef7fba7709efd39626713f3e80d286de199d980bdd730552ff,2026-09-01T00:00:00+00:00,1.0.0,,
LD_c81fe62f13bc7dcc,OTHER,pt_7dfe619d6aedec84a0c8c48216188518,2026-09-01T18:20:13+00:00,2026-07-23,2026-07-25,MD,"{""zip5"": ""20901"", ""census_tract"": ""24031702900"", ""census_bg"": ""240317029004"", ""h3_r8"": ""882aa840d7fffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": null, ""snap_distance_m"": 56.28}",,"{""phone_token"": ""ph_a4cae41f804e8a34e155f073c6e0f2f7"", ""line_type"": ""landline"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-27T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:301->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & MD 08:00-20:00 [Md. Code Com. Law 14-4502(c)(1)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}",null,INELIGIBLE,,"[""DPPA_NO_PERMISSIBLE_USE"", ""CONSENT_ABSENT"", ""LIVE_SOLICITATION_PROHIBITED"", ""SNAP_DISTANCE_EXCEEDED""]","[""18 U.S.C. 2721(b); Maracich v. Spears, 570 U.S. 48 (2013). No permissible use can be stated for an identity record whose subject did not supply it."", ""47 U.S.C. 227(b)(1)(A)(iii) and 47 C.F.R. 64.1200(a)(1)-(2) for the wireless tier; 16 C.F.R. 310.4(b)(1)(iii)(B) for a listed number. No consent record, no affirmative basis."", ""Md. Rule 19-307.3(b) (a lawyer shall not solicit professional employment by live person-to-person contact); ABA Model Rule 7.3 cmt. [2], which defines live person-to-person contact to include live telephone."", ""No statute. A data-quality bar under the assignment's own default: a record whose location cannot be tied to the road network it claims to be on has an unverified location, and Part 5's default disposition is INELIGIBLE.""]",d764f6cb32c6767431c65aecb9651f3f3932ac293f9401923c398d4cb87e5c19,2026-09-01T00:00:00+00:00,1.0.0,,
LD_c83ad5abebb1e5f5,OTHER,pt_4b2dfb31eb757839c0b7dc6c0bd6e63a,2026-09-01T18:20:13+00:00,2026-08-08,2026-08-09,MD,"{""zip5"": ""20895"", ""census_tract"": ""24031704200"", ""census_bg"": ""240317042002"", ""h3_r8"": ""882aa841d9fffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": ""primary"", ""snap_distance_m"": 2.81}",,"{""phone_token"": ""ph_7258fff2018d874adea57f1b33aaab1d"", ""line_type"": ""voip"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-30T00:00:00+00:00"", ""rnd_response"": ""NO"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:301->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & MD 08:00-20:00 [Md. Code Com. Law 14-4502(c)(1)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-08-09T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.22"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",ELIGIBLE,,"[""LINE_TYPE_VOIP_RESTRICTED"", ""ELIGIBLE_CONSENTED""]","[""47 U.S.C. 227(b)(1)(A)(iii); 47 C.F.R. 64.1200(a)(1). A VoIP number may terminate on a wireless handset and may be charged for the call, so it is routed to the wireless tier plus the consent requirement."", ""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",09506de93774f7fc9cacdf341a664527d55594154f2445962b7c28ce0718d777,2026-09-01T00:00:00+00:00,1.0.0,,
LD_e0a4d69fad770249,OTHER,pt_f63dab5e9dd0762831e61aafec2dbf64,2026-09-01T18:20:13+00:00,2026-07-27,2026-07-28,MD,"{""zip5"": ""20910"", ""census_tract"": ""24031702501"", ""census_bg"": ""240317025011"", ""h3_r8"": ""882aa8409dfffff"", ""iana_timezone"": ""America/New_York"", ""road_class"": ""tertiary"", ""snap_distance_m"": 5.89}",,"{""phone_token"": ""ph_03d825d07a67131dbd87e27b421f6a18"", ""line_type"": ""wireless"", ""line_type_asof"": null, ""dnc_scrub_asof"": ""2026-08-30T00:00:00+00:00"", ""rnd_response"": ""YES"", ""calling_window_local"": {""earliest"": ""08:00"", ""latest"": ""20:00"", ""basis"": ""coords:America/New_York = npa:240->{America/New_York}; federal 08:00-21:00 [16 C.F.R. 310.4(c) and 47 C.F.R. 64.1200(c)(1)] & MD 08:00-20:00 [Md. Code Com. Law 14-4502(c)(1)] -> stricter 08:00-20:00; expressed in America/New_York on TUESDAY (2026-09-01) -> 08:00-20:00""}}","{""obtained_at"": ""2026-07-28T12:00:00+00:00"", ""disclosure_hash"": ""6243db4dec2398d5b335ab401af41a6c35ef2f7daded58bbe763a19540a14e89"", ""disclosure_url"": ""https://example.invalid/consent/crash-to-contact/v1"", ""ip_address"": ""192.0.2.224"", ""user_agent"": ""Mozilla/5.0 (fixture; synthetic) CrashToContactFixture/1.0"", ""sellers_named"": [""CRASH_TO_CONTACT_DEMO_SELLER""], ""source_chain"": [""fixtures/generate_fixture.py"", ""fixtures/synthetic_parties.csv""], ""revoked_at"": null}",ELIGIBLE,,"[""ELIGIBLE_CONSENTED""]","[""47 U.S.C. 227(b)(1)(A) and 47 C.F.R. 64.1200(a)(1)-(2) (prior express consent, written where 64.1200(a)(2) applies); 16 C.F.R. 310.4(b)(1)(iii)(B)(i) (express agreement exception to the national registry).""]",ed11efd9a844558865dfbe8afd10980e4f1d3489b4976836bfd192a293bfb66c,2026-09-01T00:00:00+00:00,1.0.0,,
